date,MKTbond,DRF,CRF,LRF
2004-08-31,0.0181349560198239,0.0174553462911432,-0.00373803535570217,0.00610949603418663
2004-09-30,0.006026805129193819,0.013727757391665001,0.00587139998273055,0.00792037178860463
2004-10-31,0.00583260949788611,0.015989142632312,0.008291335609411879,0.0026413571516862
2004-11-30,-0.00624418107115997,0.0068390796846536095,0.0148202327250323,0.00480932593451137
2004-12-31,0.00726160426793019,0.0199645223896068,0.00657502879460364,0.00499216199148255
2005-01-31,0.00582777620352948,0.009304124275508991,-0.007569951107346909,0.00862112421360473
2005-02-28,-0.0043098748723712395,0.00188169986927403,0.0116805299550963,-0.000606337687909244
2005-03-31,-0.0166187029979662,-0.020737113776456702,-0.014707063323605002,-0.00571062964595819
2005-04-30,0.010020625700629799,0.00164210752287267,-0.0264249577678441,0.00153914383401859
2005-05-31,0.007756867096111279,0.016296968759331,0.00635504115718991,0.00235707542719681
2005-06-30,0.0052520025410900594,0.0129861491676805,0.00580281962269393,0.006889349422036249
2005-07-31,-0.006957231872029131,0.00235232903741025,0.0189055333544331,0.000942733717269583
2005-08-31,0.00441295598245203,-0.00173408154076484,-0.00181115147349063,-0.00228353504979376
2005-09-30,-0.0112512430735237,-0.018993590931429,-0.00243843328519477,-0.00768417148812685
2005-10-31,-0.011838883981170601,-0.0113801362729845,-0.00014961856068578,-0.00420310798036909
2005-11-30,0.00161893957321262,-0.00525793222657066,0.0017959021629029102,-0.00803172838895381
2005-12-31,0.00385519123620684,0.0107428711809445,-0.00364390343421599,0.00915735491309339
2006-01-31,-0.00216568396035874,0.014120649203849301,0.0124815989494862,0.0159285299339023
2006-02-28,-0.000615861032951424,0.00359225158133673,0.0023353523762519603,0.00186325230295435
2006-03-31,-0.0103673990858334,-0.00111774175701559,0.0148643405582096,-0.00356304280013003
2006-04-30,-0.0070583434837008996,-0.00659492548625775,0.00884028710317463,-0.0078067102199061
2006-05-31,-0.0025722591611053803,0.005946455002204341,0.00130473531738939,0.0103179161399897
2006-06-30,-0.00608221282504209,0.0057290854687951,0.00114040600922835,-0.00199384815613141
2006-07-31,0.00988162999042673,0.0156766851399144,-0.000804509132242355,0.00668598652836547
2006-08-31,0.010042107764646799,0.011550434599552599,-0.00248601891724708,0.00614433674069932
2006-09-30,0.0064971488368196495,0.015090000478766801,-0.000477436036961481,0.0056064166570972
2006-10-31,0.00138495604564331,0.0163786335298992,0.00836881519259005,0.00529930135296648
2006-11-30,0.00781581155377846,0.0225354079832145,0.009750094706972719,0.00703855192585662
2006-12-31,-0.00778747585537535,0.0014111459544557201,0.010140275260514,-0.0014883675216609902
2007-01-31,-0.0047736608661363,-0.0017025230496822,0.011059281649422402,0.00102109491560815
2007-02-28,0.0120549657342839,0.010470076442726,0.0031838040815743603,0.007231308227561129
2007-03-31,-0.005809606239853799,-0.0115560506180451,0.002559660881714,-0.00492436863838422
2007-04-30,0.00074373718905252,0.006123827669595339,0.005376758859062169,-0.00078606972461298
2007-05-31,-0.00994847295918705,0.00224632203875146,0.0111595369879761,-0.00106188711754673
2007-06-30,-0.00951717558932662,-0.0132926771679562,-0.00418444396529669,-0.00785515229823893
2007-07-31,-0.00215735450820017,-0.0201068368597941,-0.018404733269482502,-0.0053215501766992
2007-08-31,0.00302106846450288,-0.0138654115459838,0.0022652319455674797,-0.00403621659403121
2007-09-30,0.00618799856094018,0.0190860065415975,0.009374237417941021,-0.00393754827459015
2007-10-31,0.00831521595467444,0.00381515046157905,0.000333085681699481,0.00352580875459765
2007-11-30,-0.00157149821371255,-0.0335549871347275,-0.0235254973226342,-0.0105771897997992
2007-12-31,-0.0022183782221003,-0.0183036805532108,-0.00866705289784452,-0.00882971031021077
2008-01-31,0.0122787839825648,-0.00628994241329572,-0.0176301713183944,-0.0028127546685907602
2008-02-29,-0.00683948638128078,-0.021478795303036403,-0.00283093262638494,-0.00563660032272296
2008-03-31,-0.00804868596135805,-0.0208873023256247,-0.0035118599198754002,-0.008518748156787161
2008-04-30,0.00967464982107078,0.0442670040284389,0.0296599983103987,0.00657403889844811
2008-05-31,-0.0061515688851281605,0.00268588736972531,0.013543041193143599,0.00621884951315957
2008-06-30,-0.0113900925787155,-0.035987142001736895,-0.0192681857674231,-0.0194873228091371
2008-07-31,-0.00606220463056127,-0.0244238590022054,-0.0157173496865534,-0.013070347682026499
2008-08-31,0.00799175883412128,-0.0116562975146724,-0.011268581642138899,0.0036188596068539303
2008-09-30,-0.0636533826720295,-0.0743026590830769,-0.00289274645185246,-0.026291028234788398
2008-10-31,-0.0311818718720876,0.05124281244767501,-0.0613500646211821,0.025847395711999403
2008-11-30,0.0327432945850989,-0.011819757064220998,-0.0883902469407502,0.00119768290079567
2008-12-31,0.0756764732481605,0.0750639220580704,0.0308697265704292,0.023319304514181297
2009-01-31,0.00399316476763223,-0.00270345815007751,0.08193714184492419,0.0220760732312332
2009-02-28,-0.028844862195124003,-0.062094716982062995,0.0032702188202839598,0.010869785986170898
2009-03-31,-0.0011750581225331,0.0161840112671917,0.0465320430492372,0.0128079559459803
2009-04-30,0.037024868889545204,0.0837857796486146,0.0634239979475644,0.0619395986270715
2009-05-31,0.0356924311472676,0.127886461068227,0.046153775313481596,0.11659883561749201
2009-06-30,0.022934552013542803,0.0295563562518134,0.0194537077383455,0.034402476521737
2009-07-31,0.0297893350975926,0.0143323370133954,0.031364677008368,-0.00535440614744438
2009-08-31,0.018645399033932798,0.0561365737758165,0.0266355570741608,0.0385713688754414
2009-09-30,0.0169447138881784,0.0515157115246447,0.033003820617437,0.030827152418538502
2009-10-31,0.00639121118042677,0.020901072082643298,0.0099921410211537,-0.0027104170546005404
2009-11-30,0.010941084893612901,0.022329075517131602,0.0197389251906027,0.022242740450655697
2009-12-31,-0.004636252428892779,0.030190904745191198,0.0413175575462271,0.00527473051307947
2010-01-31,0.0124999889295186,0.00469551424433264,0.0136544874883281,0.0221583820093727
2010-02-28,0.00417900380621515,0.0128327996542397,0.0125363919037315,0.012952577464644599
