date,MKTB,DRF,CRF,LRF
2004-08-31,0.02129057312453146,0.028048983191722148,-0.00883001095466978,-0.0017574555504212982
2004-09-30,0.007569613979539644,0.013384803284210461,0.007543962878068748,0.00536152490184854
2004-10-31,0.010688236633613114,0.0174953562782593,0.01706197421296173,0.0033773972268060894
2004-11-30,-0.003186212405571937,0.0042722343685750435,0.028349530856215627,0.000764028775943529
2004-12-31,0.010979759030701152,0.021928549656602746,0.011322122329992657,0.005065604126135842
2005-01-31,0.003543344571286874,0.018201648722716682,-0.013946616889638191,0.00780989418765259
2005-02-28,-0.0003026815122468434,0.004166508317832813,0.020369101123456884,0.0038440984586900094
2005-03-31,-0.02275338242356567,-0.024304563621037306,-0.015171976892841174,-0.008531620329042323
2005-04-30,0.006098974509769392,0.007301091146067673,-0.03623404916943949,-0.00157915157840804
2005-05-31,0.01072449736909005,0.015792402578775917,0.008012026856047228,0.0030426154550463958
2005-06-30,0.010256786867684099,0.014112269642348883,0.007041621115869977,0.007454770721860146
2005-07-31,-0.0019199044315656591,0.0013211273088577335,0.02915011712519233,-0.0026253817012644115
2005-08-31,0.003579005811727212,-0.000821454705678026,-0.009500756909644996,-0.00017576781990844836
2005-09-30,-0.014237527054432545,-0.021815327589211446,0.002832708680692459,-0.006163234303093531
2005-10-31,-0.012826427626446164,-0.014177867838208106,0.0009150163791109235,-0.0032674876638094956
2005-11-30,0.001102350537605784,-0.0008462413157223584,0.001051421559502676,0.006087584723888954
2005-12-31,0.004945046506174951,0.006827024726137748,-0.004481652247508899,0.010381679702364687
2006-01-31,0.0025515543943602998,0.015485408167423054,0.025846481822160868,0.024572778610614937
2006-02-28,0.00012938005344840815,0.006330598516710242,0.00791796964801888,0.0053338006304067525
2006-03-31,-0.007592752367079442,-0.009233707591482097,0.031193006123883593,0.0009524654695606302
2006-04-30,-0.004266484747902196,-0.006060466316391354,0.017130110401430285,-0.011197232152815467
2006-05-31,-0.0018256365798167413,0.00408698490183256,0.007937506072769827,0.0054562333543162166
2006-06-30,-0.006415498983260772,0.0026580995051934475,0.0013606979287437229,-0.0028874882918580626
2006-07-31,0.011133853639228267,0.016860472422058476,-0.0052977638184631,0.004706310641209613
2006-08-31,0.013662951183387007,0.015347054963558504,-0.0025565557930866695,0.00801451316818565
2006-09-30,0.008274350779008885,0.013390642120540235,0.0016149415750240173,0.005028766850710735
2006-10-31,0.004642391948885314,0.009850328665867738,0.016693674733793937,0.0060014452060088985
2006-11-30,0.013128679504462577,0.02436918163808945,0.014278873574807277,0.0066460698484146
2006-12-31,-0.0036087326196432823,-0.0017187517684061112,0.02253029860016036,-0.004892366664467755
2007-01-31,-0.004255702099411565,0.004215900576755661,0.021562068878084668,0.0025511388202019833
2007-02-28,0.014290832891272897,0.008112295730274185,-0.004774511106617085,0.0040758031405201236
2007-03-31,-0.006981428838280743,-0.010915750942520171,0.005313009954449477,-0.005394842691660935
2007-04-30,0.003546967680959188,0.005216373835527003,0.011244308029741468,0.0005159936966728119
2007-05-31,-0.00788944655111746,-0.00030330343650420284,0.024930891063499355,0.003819584946625544
2007-06-30,-0.012085469114705264,-0.014196568280959715,-0.006786782013533904,-0.004586065061622585
2007-07-31,-0.010113555339775943,-0.016037569681836707,-0.040451687313422795,-0.00627891246786931
2007-08-31,0.005978143863721611,0.0032646872811431275,-0.011080005876074108,-0.0003224163890567275
2007-09-30,0.011111603242687186,0.01473599131348403,0.01630013370859122,0.002688834067067666
2007-10-31,0.00764042408436548,0.0054265991768041085,-0.004386692719434875,0.0011376010468393937
2007-11-30,-0.00794116641853842,-0.03430295811529212,-0.033496943549170155,-0.014456021316963958
2007-12-31,-0.004485823453710496,-0.020479140034881386,-0.0020826603725827247,-0.0028847043406859314
2008-01-31,0.008564177287316186,0.028240519366151323,-0.03390335309041265,0.0073306321293871435
2008-02-29,-0.008827125349783886,-0.011030918360611233,-0.010705992042678825,-0.004990597529074307
2008-03-31,-0.009273626036871244,-0.016369447248863283,-0.0043925441802747005,-0.015939004872619365
2008-04-30,0.01765917854105577,0.05363506318998466,0.04939895867831925,0.0075606009348013065
2008-05-31,-0.005336482864787423,-0.00014353972981012724,0.02739698303572417,0.0009857769226775984
2008-06-30,-0.020314278719881666,-0.06849058139047319,-0.036613372468167205,-0.01444145780327985
2008-07-31,-0.010785924300056628,-0.04249208026351056,-0.017151865649137833,-0.018695964229453497
2008-08-31,0.006920518453734469,-0.0029603592855633313,-0.01447014668422314,-0.0032254538942963077
2008-09-30,-0.09292189793145661,-0.15895107402754433,-0.003224711286640699,-0.050784714373858585
2008-10-31,-0.05417404474691749,0.08535785385866604,-0.1510525378451594,0.02250344707479199
2008-11-30,-0.007003308297741837,-0.01014191771846168,-0.2190830607682571,-0.014754506242408006
2008-12-31,0.10808818182835767,0.11729880694739911,0.05132483850751501,0.014273826263373873
2009-01-31,0.015091532582129238,0.04690779619841379,0.06676337218090385,0.049948218246227846
2009-02-28,-0.035618761723629204,-0.10404653147682077,-0.017904354582561132,-0.02607397029278268
2009-03-31,0.014266510985348514,0.011054029785978284,0.080477589307351,0.008998240234134378
2009-04-30,0.07080699212236027,0.1393765396077053,0.13232931149341332,0.06825943967448056
2009-05-31,0.05451654744709712,0.1676785784605322,0.07754058101139229,0.08718635134043924
2009-06-30,0.02948073920009545,0.028452992957737528,0.03510442994392865,0.02537984876720222
2009-07-31,0.042232979472633936,-0.010138762458628516,0.04415047690601873,-0.012542295631343467
2009-08-31,0.022616550373926965,0.022187757890539464,0.036984067386289815,0.05370934753798999
2009-09-30,0.03104668798754686,0.04583928460131111,0.06340062403410435,0.022368882140979218
2009-10-31,0.008948211151935597,0.013589887835663473,0.016497252697285206,-0.0006758337281970526
2009-11-30,0.017522777033224045,0.013204122877650082,0.03863977269234293,0.02121905661054349
2009-12-31,0.006014400774730997,0.037932187753523715,0.05564610668940443,0.0032047622054336687
2010-01-31,0.015063911434680837,0.005615691833765717,0.02417021178565108,0.02851420976161504
2010-02-28,0.0058158480771408425,0.010639515592760593,0.0024585184120313637,0.005984337428125244
2010-03-31,0.012039656275765892,0.04081198266683082,0.040482404888242264,0.016466272335063883
2010-04-30,0.017152830584519416,0.007209565496971079,0.02000975701600363,0.008044842159945782
2010-05-31,-0.009091143969124908,-0.033538911917018285,-0.03339578064622742,0.0005202827941244527
2010-06-30,0.016315205349822337,0.009071137950201352,-0.017034838461750745,-0.0008534106886757952
2010-07-31,0.02236339802853716,0.027437347920431353,0.018402632904231348,0.007872097255058882
2010-08-31,0.01391888560047684,0.0016968079496402458,-0.02262395295636298,0.01550251650471999
2010-09-30,0.01316622980948154,0.030189545606015465,0.03156315811633873,-0.0004338520262181171
2010-10-31,0.006655255060191871,0.010224323533655103,0.034506712023770675,-0.002943735607181465
2010-11-30,-0.007886086437738594,-0.013154604733275815,-0.0004062627579880943,0.005088582342919097
2010-12-31,-0.0019040620682432147,0.023413547496478275,0.02968434245566401,-0.002074421702530861
2011-01-31,0.0103111121410304,0.009323317752560522,0.028530540238611637,0.012212758377094226
2011-02-28,0.006992319509528811,0.01226900829178792,0.010229364695862673,0.007095991527034209
2011-03-31,0.000787473929393804,0.0003476847812533976,0.001109897089148979,0.0028508648400696443
2011-04-30,0.016593679241431014,0.013414119910226657,0.0022158670343624125,0.004919236593888047
2011-05-31,0.011140522857308988,0.006945042720453874,-0.006167633186488357,0.008628702600896094
2011-06-30,-0.004956668041997175,-0.011022611253707352,-0.003088044702507498,-0.005193132435094087
2011-07-31,0.015402066860872218,-0.0011911872982515303,-0.010805634076202775,-0.0017774705581107754
2011-08-31,-0.00344047744376126,-0.020399509684767704,-0.04765786596409596,-0.0009625474272257538
2011-09-30,-0.009340623125186888,-0.022189578429301214,-0.03237827441367381,0.0023120134795638404
2011-10-31,0.028259248265485194,0.039579340263855955,0.0349364777211506,-0.0034078010133858487
2011-11-30,-0.017488783169955415,-0.024917144304050766,0.0030846527786903034,0.007971116008551552
2011-12-31,0.022988410709623593,0.014246049135926277,-0.0008998645743025568,-0.007352190332428605
2012-01-31,0.023969787817812997,0.044315604107389536,0.01733594196622923,0.01181187172075534
2012-02-29,0.013485064608021638,0.02416391450741485,0.01875655393244072,0.0036718177872619275
2012-03-31,-0.0049686518753642266,0.0019178736586168833,0.014516596326877976,-0.00034785979368283994
2012-04-30,0.010703748763216052,0.00718605648039102,-0.001874806654848506,0.00292085835101435
2012-05-31,0.0011916212783706617,0.0005016343641869161,-0.024238762777629253,0.014703693142672471
2012-06-30,0.011327749008693083,0.016528565664887883,0.013156795687989796,-0.0019880601771481046
2012-07-31,0.02406730212353224,0.02449470933819033,-0.015905428865109626,0.012386231195046931
2012-08-31,0.0027386329472259196,0.006598942307246265,0.01780055432957411,-0.003302841620682971
2012-09-30,0.01135228882158726,0.017494124161489204,0.005654908350540413,0.005984398328930619
2012-10-31,0.0073954520575248185,0.006743399574416968,-0.003390435224660394,-0.0016272784498103806
2012-11-30,0.0007429307845720131,0.0015876942575465958,0.0036688194066304704,-0.0005933796160289929
2012-12-31,0.005305330747044559,0.01263738229398587,0.028647650147510095,0.009777147125610576
2013-01-31,-0.0033985985530727318,0.003867644717709502,0.0322194502485308,0.004982434686502129
2013-02-28,0.006815338084475752,0.005104747664252249,-0.00566945183411665,-0.001425194108655252
2013-03-31,0.0032219192887960497,0.004596235685105817,0.013802753539102328,0.0035638202021906393
2013-04-30,0.018226040483998396,0.023054935107848448,-0.0010188643818898147,0.011340798196582572
2013-05-31,-0.018464109109524812,-0.01805413889215614,0.032203672872660266,-0.0006736588208976546
2013-06-30,-0.02735016841694166,-0.030726888849039725,3.262774368953587e-05,-0.0201935997540569
2013-07-31,0.009775373785051326,0.008587220563039507,0.00783014996242949,0.0006035051987710257
2013-08-31,-0.005188837147077074,-0.005088709124160592,0.004998301108149788,0.00036406188412001114
2013-09-30,0.007035334154938398,0.0013420010767440141,0.0017446969769572076,0.005066776181558013
2013-10-31,0.017074554552127908,0.02022614671075636,0.007650853685149839,0.0046396987958280175
2013-11-30,-0.0001134660205821847,-0.005824965268013094,0.009011011054695007,-0.006152535832300554
2013-12-31,0.0025765740456257687,0.00901783421723558,0.006373018673668373,-0.0003660383369041032
2014-01-31,0.013093245169282054,0.014372794194841923,-0.009553074393105015,0.013574983322924778
2014-02-28,0.012355346849235496,0.01793254340611186,0.010706742889735152,0.006450380022035809
2014-03-31,0.001298953726093329,0.0059210571422104175,0.00032764788951752797,0.007681774619979853
2014-04-30,0.010109128185203662,0.012495673253307483,-0.0024913021513621424,0.00509893501368841
2014-05-31,0.014281477515640446,0.02141639043010452,0.005337854686709474,0.017076553373296104
2014-06-30,0.0035203154755219968,0.009684068723747902,0.015473992716238505,-0.0076675390752888525
2014-07-31,-0.0034639062328413665,-0.0020334938969718856,-0.016147236167383876,-0.0004347499369253986
2014-08-31,0.013917321011060226,0.011508191672113708,-0.0070388507235833375,-0.0020530627245152083
2014-09-30,-0.01491138200659163,-0.02455207544639611,-0.013011628483693643,-0.008552620609596879
2014-10-31,0.009434866160231533,0.0011965785977852568,-0.00905842474628407,-0.0078040349188588706
2014-11-30,0.0019414075776228751,0.00012816909935027334,-0.012558250794137577,0.0014753641405217768
2014-12-31,-0.0013164505502202494,-0.004225948654712898,-0.02759369631682702,-0.007194575368856869
2015-01-31,0.023924825235673738,0.04517148963808677,-0.015653148307294633,0.022318669155353042
2015-02-28,-0.000889307252095532,0.0016343418882454358,0.042306714782471756,-0.00447812571343417
2015-03-31,0.0007301526515546598,-0.00654272315500901,-0.006549655830498738,0.002808656287977599
2015-04-30,-0.00307632904241528,-0.011694141782510095,0.022292663234984567,-0.002970703523615435
2015-05-31,-0.005589311378115229,-0.01567785576502466,0.00980340215000343,-0.003707979309883051
2015-06-30,-0.01585079118597226,-0.03545040551381538,-0.008559790876531524,-0.008070861412762111
2015-07-31,0.002359858708171531,-0.00807913920819819,-0.023858989768652004,0.00010549089080175503
2015-08-31,-0.007084297496436443,-0.023452842944113927,-0.015828788583044602,-0.005021171159155771
